Profielnaam;X_Maaiveld binnenwaarts;Y_Maaiveld binnenwaarts;Z_Maaiveld binnenwaarts;X_Insteek sloot polderzijde;Y_Insteek sloot polderzijde;Z_Insteek sloot polderzijde;X_Slootbodem polderzijde;Y_Slootbodem polderzijde;Z_Slootbodem polderzijde;X_Slootbodem dijkzijde;Y_Slootbodem dijkzijde;Z_Slootbodem dijkzijde;X_Insteek sloot dijkzijde;Y_Insteek_sloot dijkzijde;Z_Insteek sloot dijkzijde;X_Teen dijk binnenwaarts;Y_Teen dijk binnenwaarts;Z_Teen dijk binnenwaarts;X_Kruin binnenberm;Y_Kruin binnenberm;Z_Kruin binnenberm;X_Insteek binnenberm;Y_Insteek binnenberm;Z_Insteek binnenberm;X_Kruin binnentalud;Y_Kruin binnentalud;Z_Kruin binnentalud;X_Verkeersbelasting kant binnenwaarts;Y_Verkeersbelasting kant binnenwaarts;Z_Verkeersbelasting kant binnenwaarts;X_Verkeersbelasting kant buitenwaarts;Y_Verkeersbelasting kant buitenwaarts;Z_Verkeersbelasting kant buitenwaarts;X_Kruin buitentalud;Y_Kruin buitentalud;Z_Kruin buitentalud;X_Insteek buitenberm;Y_Insteek buitenberm;Z_Insteek buitenberm;X_Kruin buitenberm;Y_Kruin buitenberm;Z_Kruin buitenberm;X_Teen dijk buitenwaarts;Y_Teen dijk buitenwaarts;Z_Teen dijk buitenwaarts;X_Insteek geul;Y_Insteek geul;Z_Insteek geul;X_Teen geul;Y_Teen geul;Z_Teen geul;X_Maaiveld buitenwaarts;Y_Maaiveld buitenwaarts;Z_Maaiveld buitenwaarts
242_042_00010;30;0;-3.4;23.5;0;-3.4;23.5;0;-3.4;23.5;0;-3.4;20;0;-1.55;14;0;-1.35;-1;-1;-1;-1;-1;-1;10;0;-0.17;10;0;-0.17;7.5;0;-0.52;8.5;0;-0.03;-1;-1;-1;-1;-1;-1;5;0;-1.6;-1;-1;-1;-1;-1;-1;0;0;-1.6
242_042_00022;21.5;0;-0.89;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;10.5;0;-0.86;-1;-1;-1;-1;-1;-1;7.5;0;-0.09;7.5;0;-0.09;5;0;-0.63;6;0;-0.11;-1;-1;-1;-1;-1;-1;1.7;0;-1.7;-1;-1;-1;-1;-1;-1;0;0;-1.7
242_042_00023;21.5;0;-0.89;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;10.5;0;-0.86;-1;-1;-1;-1;-1;-1;7.5;0;-0.09;7.5;0;-0.09;5;0;-0.63;6;0;-0.11;-1;-1;-1;-1;-1;-1;1.7;0;-1.7;-1;-1;-1;-1;-1;-1;0;0;-1.7
242_042_00027;35;0;0.6;24.5;0;-1.44;22.7;0;-3;20.3;0;-3;18;0;-0.6;18;0;-0.6;-1;-1;-1;-1;-1;-1;13.5;0;-0.09;13.5;0;-0.09;11;0;0;9.5;0;-0.01;-1;-1;-1;-1;-1;-1;6.3;0;-1.2;-1;-1;-1;-1;-1;-1;0;0;-1.2
242_042_00029;20;0;-2.6;13.6;0;-2.6;13.6;0;-2.6;13.6;0;-2.6;12;0;-1.03;11.5;0;-0.93;-1;-1;-1;-1;-1;-1;10;0;-0.28;10;0;-0.28;7.5;0;-0.33;7.5;0;-0.33;-1;-1;-1;-1;-1;-1;4.6;0;-1.2;-1;-1;-1;-1;-1;-1;0;0;-1.2
242_042_00031;25;0;-2.75;16.25;0;-2.75;16.25;0;-2.75;16.25;0;-2.75;15;0;-1.48;15;0;-1.48;-1;-1;-1;-1;-1;-1;11;0;-0.25;11;0;-0.25;8.5;0;-0.46;9;0;-0.22;-1;-1;-1;-1;-1;-1;6.473;0;-1.6;-1;-1;-1;-1;-1;-1;0;0;-1.6
242_042_00032;30;0;-3.4;23.5;0;-3.4;23.5;0;-3.4;23.5;0;-3.4;20;0;-1.55;14;0;-1.35;-1;-1;-1;-1;-1;-1;9.5;0;-0.08;9.5;0;-0.08;7;0;-0.58;8.5;0;-0.03;-1;-1;-1;-1;-1;-1;5;0;-1.6;-1;-1;-1;-1;-1;-1;0;0;-1.6
242_042_00033;30;0;-3.4;23.5;0;-3.4;23.5;0;-3.4;23.5;0;-3.4;19.5;0;-1.49;14;0;-1.35;-1;-1;-1;-1;-1;-1;10;0;-0.17;10;0;-0.17;7.5;0;-0.52;8.5;0;-0.03;-1;-1;-1;-1;-1;-1;5;0;-1.6;-1;-1;-1;-1;-1;-1;0;0;-1.6
242_042_00035;31.432;0;-2.75;20.249;0;-2.75;20.249;0;-2.75;20.249;0;-2.75;19.432;0;-2.18;19.432;0;-2.18;-1;-1;-1;-1;-1;-1;12.432;0;-0.24;12.432;0;-0.24;9.932;0;-0.34;9.932;0;-0.34;-1;-1;-1;-1;-1;-1;3.678;0;-2.8;-1;-1;-1;-1;-1;-1;0;0;-2.8
242_042_00036;31.432;0;-2.75;20.249;0;-2.75;20.249;0;-2.75;20.249;0;-2.75;19.799;0;-2.33;19.799;0;-2.33;-1;-1;-1;-1;-1;-1;12.432;0;-0.24;12.432;0;-0.24;9.932;0;-0.34;10.432;0;-0.18;-1;-1;-1;-1;-1;-1;3.678;0;-2.8;-1;-1;-1;-1;-1;-1;0;0;-2.8
242_042_00037;31.432;0;-2.75;20.249;0;-2.75;20.249;0;-2.75;20.249;0;-2.75;19.432;0;-2.18;17.932;0;-1.51;-1;-1;-1;-1;-1;-1;12.432;0;-0.24;12.432;0;-0.24;9.932;0;-0.34;10.432;0;-0.18;-1;-1;-1;-1;-1;-1;3.678;0;-2.8;-1;-1;-1;-1;-1;-1;0;0;-2.8
242_042_00039;31.43;0;-3;24.166;0;-3;24.166;0;-3;24.166;0;-3;22.43;0;-1.4;22.43;0;-1.4;-1;-1;-1;-1;-1;-1;16.93;0;0.09;16.43;0;0.09;13.93;0;0.09;10.93;0;0.01;-1;-1;-1;-1;-1;-1;3.68;0;-2.8;-1;-1;-1;-1;-1;-1;0;0;-2.8
242_042_00040;25;0;-2.75;17.6;0;-2.75;17.6;0;-2.75;17.6;0;-2.75;17;0;-2.16;17;0;-2.16;-1;-1;-1;-1;-1;-1;9.5;0;-0.11;9.5;0;-0.11;7;0;-0.46;7.5;0;-0.24;-1;-1;-1;-1;-1;-1;4.5;0;-1.6;-1;-1;-1;-1;-1;-1;0;0;-1.6
242_042_00041;70.5;0;-1.79;69;0;-1.95;68.2;0;-2.75;66.55;0;-2.75;64;0;-1.48;13;0;-1.1;-1;-1;-1;-1;-1;-1;11;0;-0.4;10.5;0;-0.23;8;0;-0.43;8.5;0;-0.22;-1;-1;-1;-1;-1;-1;6;0;-1.6;-1;-1;-1;-1;-1;-1;0;0;-1.6
242_042_00042;58;0;-2.75;55.95;0;-2.75;55.95;0;-2.75;55.95;0;-2.75;52.5;0;-1.04;12.5;0;-0.51;-1;-1;-1;-1;-1;-1;10;0;0.05;10;0;0.05;7.5;0;-0.6;8.5;0;0.01;-1;-1;-1;-1;-1;-1;6;0;-1.6;-1;-1;-1;-1;-1;-1;0;0;-1.6
242_042_00043;20;0;-3;15.6;0;-3;15.6;0;-3;15.6;0;-3;13;0;-1.13;9.5;0;-0.92;-1;-1;-1;-1;-1;-1;6.5;0;-0.31;6.5;0;-0.31;4;0;-0.767;5;0;-0.31;-1;-1;-1;-1;-1;-1;2.7;0;-1.2;-1;-1;-1;-1;-1;-1;0;0;-1.2
242_042_00044;20;0;-2.6;13.6;0;-2.6;13.6;0;-2.6;13.6;0;-2.6;12;0;-1.03;12;0;-1.03;-1;-1;-1;-1;-1;-1;10;0;-0.28;10;0;-0.28;7.5;0;-0.33;7.5;0;-0.33;-1;-1;-1;-1;-1;-1;4.6;0;-1.2;-1;-1;-1;-1;-1;-1;0;0;-1.2
