Profielnaam;X_Maaiveld binnenwaarts;Y_Maaiveld binnenwaarts;Z_Maaiveld binnenwaarts;X_Insteek sloot polderzijde;Y_Insteek sloot polderzijde;Z_Insteek sloot polderzijde;X_Slootbodem polderzijde;Y_Slootbodem polderzijde;Z_Slootbodem polderzijde;X_Slootbodem dijkzijde;Y_Slootbodem dijkzijde;Z_Slootbodem dijkzijde;X_Insteek sloot dijkzijde;Y_Insteek_sloot dijkzijde;Z_Insteek sloot dijkzijde;X_Teen dijk binnenwaarts;Y_Teen dijk binnenwaarts;Z_Teen dijk binnenwaarts;X_Kruin binnenberm;Y_Kruin binnenberm;Z_Kruin binnenberm;X_Insteek binnenberm;Y_Insteek binnenberm;Z_Insteek binnenberm;X_Kruin binnentalud;Y_Kruin binnentalud;Z_Kruin binnentalud;X_Verkeersbelasting kant binnenwaarts;Y_Verkeersbelasting kant binnenwaarts;Z_Verkeersbelasting kant binnenwaarts;X_Verkeersbelasting kant buitenwaarts;Y_Verkeersbelasting kant buitenwaarts;Z_Verkeersbelasting kant buitenwaarts;X_Kruin buitentalud;Y_Kruin buitentalud;Z_Kruin buitentalud;X_Insteek buitenberm;Y_Insteek buitenberm;Z_Insteek buitenberm;X_Kruin buitenberm;Y_Kruin buitenberm;Z_Kruin buitenberm;X_Teen dijk buitenwaarts;Y_Teen dijk buitenwaarts;Z_Teen dijk buitenwaarts;X_Insteek geul;Y_Insteek geul;Z_Insteek geul;X_Teen geul;Y_Teen geul;Z_Teen geul;X_Maaiveld buitenwaarts;Y_Maaiveld buitenwaarts;Z_Maaiveld buitenwaarts;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
128_042_00002;80;0;-3.48;67.458;0;-3.495;65.9;0;-4.5;65.2;0;-4.5;64.196;0;-3.575;63.296;0;-3.275;53;0;-2.01;50.95;0;-1.88;44.82;0;-0.51;42.142;0;-0.24;39.642;0;-0.283;39.239;0;-0.299;-1;-1;-1;-1;-1;-1;37.408;0;-1.973;-1;-1;-1;-1;-1;-1;0;0;-2.5;80;0;-3.48;67.458;0;-3.495;65.9;0;-4.5;65.2;0;-4.5;63.995;0;-3.436;50.95;0;-1.88;-1;-1;-1;-1;-1;-1;43.232;0;-0.301;42.142;0;-0.24;39.642;0;-0.283;39.239;0;-0.299;-1;-1;-1;-1;-1;-1;32.511;0;-3.839;-1;-1;-1;-1;-1;-1;0;0;-2.5
137_042_00006;55;0;-3.4;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;41.105;0;-3.4;39;0;-1.81;32;0;-1.48;17;0;-0.2;15;0;0.01;12.5;0;0;11;0;0.12;-1;-1;-1;-1;-1;-1;8.514;0;-4.175;-1;-1;-1;-1;-1;-1;0;0;-4.197;55;0;-3.4;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;32.5;0;-1.54;-1;-1;-1;-1;-1;-1;17;0;-0.2;15;0;0.01;12.5;0;0;10.5;0;-0.17;-1;-1;-1;-1;-1;-1;8.514;0;-4.175;-1;-1;-1;-1;-1;-1;0;0;-4.197
137_042_00016;32.614;0;-3.2;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;31.695;0;-3.2;-1;-1;-1;-1;-1;-1;27.114;0;0.75;17.114;0;0.98;14.614;0;0.96;5.614;0;0.85;-1;-1;-1;-1;-1;-1;1.494;0;-4.1;-1;-1;-1;-1;-1;-1;0;0;-4.1;32.614;0;-3.2;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;31.695;0;-3.2;-1;-1;-1;-1;-1;-1;27.114;0;0.75;26.614;0;0.74;24.114;0;0.83;5.614;0;0.85;-1;-1;-1;-1;-1;-1;1.494;0;-4.1;-1;-1;-1;-1;-1;-1;0;0;-4.1
137_042_00017;54;0;-0.691;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;17.5;0;-0.78;-1;-1;-1;-1;-1;-1;12.5;0;0.03;11;0;0.07;8.5;0;0.067;8.374;0;0.05;-1;-1;-1;-1;-1;-1;7.5;0;-0.54;-1;-1;-1;-1;-1;-1;0;0;-0.6;54;0;-0.691;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;20.5;0;-0.97;-1;-1;-1;-1;-1;-1;12.5;0;0.03;12;0;0.1;9.5;0;0.1;8.374;0;0.05;-1;-1;-1;-1;-1;-1;4.6;0;-2.05;-1;-1;-1;-1;-1;-1;0;0;-0.6
137_042_00018;47;0;-1.531;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;13.5;0;-1.26;-1;-1;-1;-1;-1;-1;9.5;0;-0.14;10;0;-0.28;7.5;0;-0.56;8;0;-0.17;-1;-1;-1;-1;-1;-1;4.6;0;-2.05;-1;-1;-1;-1;-1;-1;0;0;-1.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
137_042_00019;47;0;-1.531;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;12.5;0;-1.16;-1;-1;-1;-1;-1;-1;9.5;0;-0.14;9;0;-0.06;6.5;0;-1.074;8;0;-0.17;-1;-1;-1;-1;-1;-1;7.5;0;-0.56;-1;-1;-1;-1;-1;-1;0;0;-0.6;47;0;-1.531;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;13.5;0;-1.26;-1;-1;-1;-1;-1;-1;9.5;0;-0.14;9;0;-0.06;6.5;0;-1.074;8;0;-0.17;-1;-1;-1;-1;-1;-1;4.6;0;-2.05;-1;-1;-1;-1;-1;-1;0;0;-0.6
137_042_00020;70;0;-1.09;63;0;-1.69;62.502;0;-3.18;62.034;0;-3.18;61.5;0;-1.79;61;0;-1.39;-1;-1;-1;-1;-1;-1;58.5;0;-0.05;57.5;0;0;55;0;0.07;37;0;0.2;-1;-1;-1;-1;-1;-1;35.336;0;-1;-1;-1;-1;-1;-1;-1;0;0;-3.68;70;0;-1.09;63;0;-1.69;62.502;0;-3.18;62.034;0;-3.18;61.5;0;-1.79;61;0;-1.39;-1;-1;-1;-1;-1;-1;58.5;0;-0.05;57.5;0;0;55;0;0.07;37;0;0.2;-1;-1;-1;-1;-1;-1;35.336;0;-1;-1;-1;-1;-1;-1;-1;0;0;-3.68
137_042_00021;75;0;-0.96;35.315;0;-1.35;34.804;0;-3.2;33.306;0;-3.2;32.467;0;-1.35;32;0;-0.92;-1;-1;-1;-1;-1;-1;31;0;-0.06;21.5;0;0.3;19;0;0.33;12.133;0;0.31;-1;-1;-1;-1;-1;-1;4.744;0;-3.7;-1;-1;-1;-1;-1;-1;0;0;-3.7;75;0;-0.96;35.315;0;-1.35;34.804;0;-3.2;33.306;0;-3.2;32.5;0;-1.38;32;0;-0.92;-1;-1;-1;-1;-1;-1;31;0;-0.06;29.5;0;0.04;27;0;0.12;11.5;0;0.01;-1;-1;-1;-1;-1;-1;4.744;0;-3.7;-1;-1;-1;-1;-1;-1;0;0;-3.7
137_042_00022;75;0;-0.96;35.5;0;-1.14;34.804;0;-3.2;33.306;0;-3.2;32.5;0;-1.38;32.467;0;-1.35;-1;-1;-1;-1;-1;-1;31;0;-0.06;23;0;0.41;20.5;0;0.32;12.133;0;0.31;-1;-1;-1;-1;-1;-1;4.744;0;-3.7;-1;-1;-1;-1;-1;-1;0;0;-3.7;75;0;-0.96;35.5;0;-1.14;34.804;0;-3.2;33.306;0;-3.2;32.467;0;-1.35;32.467;0;-1.35;-1;-1;-1;-1;-1;-1;31;0;-0.06;30;0;0.07;27.5;0;0.12;12.133;0;0.31;-1;-1;-1;-1;-1;-1;4.744;0;-3.7;-1;-1;-1;-1;-1;-1;0;0;-3.7
137_042_00023;75;0;-0.96;35.5;0;-1.14;34.804;0;-3.2;33.306;0;-3.2;32.5;0;-1.38;32.467;0;-1.35;-1;-1;-1;-1;-1;-1;31;0;-0.06;30.5;0;0.04;28;0;0.1;12;0;0.27;-1;-1;-1;-1;-1;-1;4.744;0;-3.7;-1;-1;-1;-1;-1;-1;0;0;-3.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
137_042_00024;91.5;0;-1.37;60;0;-1.88;59.5;0;-3.2;57;0;-3.2;56;0;-1.45;52.5;0;-1;-1;-1;-1;-1;-1;-1;20.5;0;-0.04;20;0;-0.03;17.5;0;0.05;14.5;0;-0.08;-1;-1;-1;-1;-1;-1;13;0;-4.6;-1;-1;-1;-1;-1;-1;0;0;-4.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
137_042_00025;100;0;-0.971;50.5;0;-1.27;49.809;0;-3.223;48.309;0;-3.223;47.5;0;-1.26;47;0;-0.66;-1;-1;-1;-1;-1;-1;46.5;0;-0.36;34;0;0.01;31.5;0;0.1;28;0;-0.04;27;0;-0.62;9.5;0;-0.28;8.89;0;-4.5;-1;-1;-1;-1;-1;-1;0;0;-4.5;100;0;-0.971;51.5;0;-0.9;49.809;0;-3.223;48.309;0;-3.223;47;0;-0.66;46.617;0;-0.43;-1;-1;-1;-1;-1;-1;31;0;0.19;30;0;0.19;27.5;0;-0.33;28.5;0;0.16;-1;-1;-1;-1;-1;-1;8.89;0;-4.5;-1;-1;-1;-1;-1;-1;0;0;-4.5
137_042_00026;42;0;-0.892;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;16;0;-0.82;-1;-1;-1;-1;-1;-1;13.5;0;-0.09;11.5;0;0.06;9;0;-0.03;8.001;0;-0.32;-1;-1;-1;-1;-1;-1;7.711;0;-2.9;-1;-1;-1;-1;-1;-1;0;0;-2.9;42;0;-0.892;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;17;0;-1.01;-1;-1;-1;-1;-1;-1;13.5;0;-0.09;13;0;-0.04;10.5;0;0.08;9;0;-0.03;-1;-1;-1;-1;-1;-1;7.711;0;-2.9;-1;-1;-1;-1;-1;-1;0;0;-2.9
137_042_00027;30;0;-0.66;12;0;-0.92;10.409;0;-3.2;9.843;0;-3.2;8;0;-0.84;8;0;-0.84;-1;-1;-1;-1;-1;-1;7;0;-0.08;6.5;0;0.01;3.915;0;-0.093;3.915;0;-0.093;-1;-1;-1;-1;-1;-1;3.89;0;-3.2;-1;-1;-1;-1;-1;-1;0;0;-3.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
153_042_00003;84;0;-1.718;76.584;0;-1.747;73.76;0;-3.63;72.76;0;-3.63;70;0;-1.788;69;0;-1.619;51.5;0;-0.815;42.5;0;-0.739;40.5;0;-0.191;39;0;-0.066;36.5;0;-0.832;37.5;0;-0.205;37;0;-0.587;37;0;-0.587;37;0;-0.587;-1;-1;-1;-1;-1;-1;0;0;-1.2;84;0;-1.718;76.584;0;-1.747;73.76;0;-3.63;72.76;0;-3.63;70;0;-1.788;41.5;0;-0.616;-1;-1;-1;-1;-1;-1;40.5;0;-0.191;39.5;0;-0.069;37;0;-0.587;37.5;0;-0.205;-1;-1;-1;-1;-1;-1;35.85;0;-1.15;-1;-1;-1;-1;-1;-1;0;0;-0.104
153_042_00005;59;0;-4.88;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;51;0;-2.53;29.5;0;-1.632;20;0;-1.136;18;0;-0.239;16.5;0;-0.157;14;0;-0.218;14;0;-0.218;13;0;-0.63;12.5;0;-0.714;10.4;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-1.8;59;0;-4.88;54.53;0;-4.88;54.53;0;-4.88;54.53;0;-4.88;51;0;-2.53;20;0;-1.136;-1;-1;-1;-1;-1;-1;18;0;-0.239;17.5;0;-0.189;15;0;-0.206;14;0;-0.218;-1;-1;-1;-1;-1;-1;10.4;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-1.8
153_042_00009;50;0;-2.115;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;32;0;-2.04;25;0;-1.373;22;0;-1.23;19;0;-0.08;18.5;0;-0.069;16;0;-0.952;18;0;-0.048;-1;-1;-1;-1;-1;-1;11.3;0;-3.1;-1;-1;-1;-1;-1;-1;0;0;-3.1;50;0;-2.115;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;34;0;-2.123;-1;-1;-1;-1;-1;-1;19;0;-0.08;19;0;-0.08;16.5;0;-0.724;18;0;-0.048;-1;-1;-1;-1;-1;-1;11.3;0;-3.1;-1;-1;-1;-1;-1;-1;0;0;-3.1
153_042_00010;66;0;-3.63;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;40.7;0;-3.63;37;0;-1.705;30;0;-1.248;27;0;-0.189;26;0;-0.059;23.5;0;-0.6;24;0;-0.34;-1;-1;-1;-1;-1;-1;19.5;0;-3.5;-1;-1;-1;-1;-1;-1;0;0;-3.5;66;0;-3.63;40.7;0;-3.63;40.7;0;-3.63;40.7;0;-3.63;38.381;0;-2.11;29.5;0;-1.13;-1;-1;-1;-1;-1;-1;27;0;-0.189;26.5;0;-0.137;24;0;-0.34;24.5;0;-0.218;-1;-1;-1;-1;-1;-1;19.5;0;-3.5;-1;-1;-1;-1;-1;-1;0;0;-3.5
153_042_00011;55.5;0;-1.375;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;35;0;-1.122;-1;-1;-1;-1;-1;-1;32.5;0;-0.199;31.5;0;-0.055;29;0;-0.548;30.5;0;-0.166;30;0;-0.444;29.5;0;-0.492;11.5;0;-2.5;-1;-1;-1;-1;-1;-1;0;0;-2.5;55.5;0;-1.375;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;35;0;-1.122;-1;-1;-1;-1;-1;-1;32.5;0;-0.199;32;0;-0.06;29.5;0;-0.492;30.5;0;-0.166;-1;-1;-1;-1;-1;-1;11.5;0;-2.5;-1;-1;-1;-1;-1;-1;0;0;-2.5
153_042_00012;70;0;-1.959;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;50.5;0;-1.926;-1;-1;-1;-1;-1;-1;39;0;-0.097;37.5;0;-0.008;35;0;-0.135;35;0;-0.135;-1;-1;-1;-1;-1;-1;26.2;0;-2.5;-1;-1;-1;-1;-1;-1;0;0;-2.5;70;0;-1.959;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;49.5;0;-1.907;-1;-1;-1;-1;-1;-1;38.5;0;0.014;38.5;0;0.014;36;0;-0.07;35;0;-0.135;-1;-1;-1;-1;-1;-1;26.2;0;-2.5;-1;-1;-1;-1;-1;-1;0;0;-2.5
153_042_00013;84;0;-1.718;76.584;0;-1.747;73.76;0;-3.63;72.76;0;-3.63;70;0;-1.788;41.5;0;-0.616;-1;-1;-1;-1;-1;-1;40.5;0;-0.191;39.5;0;-0.069;37;0;-0.587;37.5;0;-0.205;-1;-1;-1;-1;-1;-1;35.85;0;-1.15;-1;-1;-1;-1;-1;-1;0;0;-1.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
153_042_00014;70;0;-3.63;48;0;-3.63;48;0;-3.63;48;0;-3.63;46.599;0;-2.7;45.5;0;-2.619;-1;-1;-1;-1;-1;-1;41;0;-0.232;38.5;0;-0.074;36;0;-0.007;26;0;-0.173;-1;-1;-1;-1;-1;-1;24.5;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-1.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
153_042_00015;50;0;-3.63;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;35.23;0;-3.63;31.5;0;-1.902;15.5;0;-1.144;13;0;-0.309;11.5;0;-0.192;9;0;-0.226;9;0;-0.226;-1;-1;-1;-1;-1;-1;6;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-1.8;50;0;-3.63;35.23;0;-3.63;35.23;0;-3.63;35.23;0;-3.63;32;0;-1.971;15.5;0;-1.144;-1;-1;-1;-1;-1;-1;12.5;0;-0.215;12;0;-0.177;9.5;0;-0.2;9;0;-0.226;-1;-1;-1;-1;-1;-1;6;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-1.8
153_042_00016;30;0;-3.63;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;19;0;-2.108;18.5;0;-2.001;16;0;-1.825;12.5;0;-0.299;11;0;-0.203;8.5;0;-0.238;8;0;-0.302;-1;-1;-1;-1;-1;-1;4.5;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-1.8;30;0;-3.63;23.23;0;-3.63;23.23;0;-3.63;23.23;0;-3.63;21;0;-2.233;16;0;-1.825;-1;-1;-1;-1;-1;-1;12;0;-0.151;11.5;0;-0.204;9;0;-0.186;8;0;-0.302;-1;-1;-1;-1;-1;-1;4.5;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-1.8
153_042_00017;32;0;-1.984;25.274;0;-2.008;22.84;0;-3.63;21.84;0;-3.63;19.665;0;-2.18;18.5;0;-1.807;15;0;-0.518;14.5;0;-0.518;13.5;0;-0.243;12;0;-0.242;9.5;0;-0.256;9;0;-0.294;-1;-1;-1;-1;-1;-1;5;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-1.8;32;0;-1.984;25.274;0;-2.008;22.84;0;-3.63;21.84;0;-3.63;19;0;-1.858;18.5;0;-1.807;-1;-1;-1;-1;-1;-1;14;0;-0.327;13.5;0;-0.243;11;0;-0.281;9;0;-0.294;-1;-1;-1;-1;-1;-1;5;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-1.8
153_042_00018;27.835;0;-2.212;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;22.07;0;-2.18;21;0;-1.864;11.981;0;-1.662;9;0;-0.361;7.5;0;-0.31;5;0;-0.317;5;0;-0.317;-1;-1;-1;-1;-1;-1;2;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-1.8;27.835;0;-2.212;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;12;0;-1.666;-1;-1;-1;-1;-1;-1;9;0;-0.361;8.5;0;-0.343;6;0;-0.318;5;0;-0.317;-1;-1;-1;-1;-1;-1;2;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-1.8
153_042_00019;70;0;-2.414;68.598;0;-2.402;66.8;0;-3.63;65.8;0;-3.63;64.169;0;-2.48;55;0;-2.102;-1;-1;-1;-1;-1;-1;31.5;0;-0.45;24;0;-0.612;21.5;0;-0.547;15.5;0;-0.453;-1;-1;-1;-1;-1;-1;4.2;0;-4;-1;-1;-1;-1;-1;-1;0;0;-4;70;0;-2.414;68.598;0;-2.402;66.8;0;-3.63;65.8;0;-3.63;63.5;0;-2.281;55;0;-2.102;-1;-1;-1;-1;-1;-1;31.5;0;-0.45;29.5;0;-0.599;27;0;-0.593;14.5;0;-0.515;-1;-1;-1;-1;-1;-1;4.2;0;-4;-1;-1;-1;-1;-1;-1;0;0;-4
153_042_00020;70.5;0;-2.051;49.103;0;-2.78;48.25;0;-3.636;47.25;0;-3.63;46.617;0;-2.78;45.5;0;-2.443;41;0;-1.725;30.5;0;-1.605;27;0;-0.249;26.5;0;-0.175;24;0;-0.34;24.5;0;-0.158;-1;-1;-1;-1;-1;-1;14.5;0;-3.8;-1;-1;-1;-1;-1;-1;0;0;-3.8;70.5;0;-2.051;52;0;-2.041;48.25;0;-3.636;47.25;0;-3.63;46.5;0;-2.622;30.5;0;-1.605;-1;-1;-1;-1;-1;-1;27;0;-0.249;26.5;0;-0.175;24;0;-0.34;24.5;0;-0.158;-1;-1;-1;-1;-1;-1;14.5;0;-3.8;-1;-1;-1;-1;-1;-1;0;0;-3.8
156_042_00002;25;0;-2.021;16.5;0;-1.95;15.914;0;-3.008;15.03;0;-3.008;14.5;0;-1.95;13;0;-1.79;-1;-1;-1;-1;-1;-1;6.5;0;-0.57;6.5;0;-0.57;4;0;-1.26;6;0;-0.56;5.5;0;-0.8;4.5;0;-0.89;3;0;-1.95;-1;-1;-1;-1;-1;-1;0;0;-1.95;25;0;-2.021;16.5;0;-1.95;15.914;0;-3.008;15.03;0;-3.008;14.5;0;-1.95;14;0;-1.91;-1;-1;-1;-1;-1;-1;6.5;0;-0.57;6.5;0;-0.57;4;0;-1.26;6;0;-0.56;-1;-1;-1;-1;-1;-1;3;0;-1.95;-1;-1;-1;-1;-1;-1;0;0;-1.95
156_042_00009;18;0;-1.11;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;11.5;0;-1.08;-1;-1;-1;-1;-1;-1;8.5;0;-0.24;8;0;-0.19;5.5;0;-0.654;7.5;0;-0.22;-1;-1;-1;-1;-1;-1;1.2;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-1.8;18;0;-1.11;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;11.5;0;-1.08;-1;-1;-1;-1;-1;-1;8.5;0;-0.24;8;0;-0.19;5.5;0;-0.654;7.5;0;-0.22;-1;-1;-1;-1;-1;-1;1.2;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-1.8
156_042_00010;30;0;-2.4;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;11;0;-0.49;10;0;-0.47;9.5;0;-0.47;9;0;-0.23;8;0;-0.13;5.5;0;-0.35;5;0;-0.38;-1;-1;-1;-1;-1;-1;4.99;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-1.8;30;0;-2.4;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;11;0;-0.49;-1;-1;-1;-1;-1;-1;9;0;-0.23;8.5;0;-0.15;6;0;-0.4;7.5;0;-0.17;-1;-1;-1;-1;-1;-1;4.99;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-1.8
156_042_00011;25;0;-2.021;16.5;0;-1.95;15.914;0;-3.008;15.03;0;-3.008;14.5;0;-1.95;14.5;0;-1.95;-1;-1;-1;-1;-1;-1;7;0;-0.69;6.5;0;-0.57;4;0;-1.26;6;0;-0.56;5.5;0;-0.8;5;0;-0.78;3;0;-1.95;-1;-1;-1;-1;-1;-1;0;0;-1.95;25;0;-2.021;16.5;0;-1.95;15.914;0;-3.008;15.03;0;-3.008;14.5;0;-1.95;14;0;-1.91;-1;-1;-1;-1;-1;-1;6.5;0;-0.57;6.5;0;-0.57;4;0;-1.26;6;0;-0.56;-1;-1;-1;-1;-1;-1;3;0;-1.95;-1;-1;-1;-1;-1;-1;0;0;-1.95
156_042_00012;25;0;-2.021;16.5;0;-1.95;15.914;0;-3.008;15.03;0;-3.008;14.5;0;-1.95;14;0;-1.91;11;0;-1.36;10.5;0;-1.33;6.5;0;-0.57;6.5;0;-0.57;4;0;-1.26;6;0;-0.56;5.5;0;-0.8;5;0;-0.78;3;0;-1.95;-1;-1;-1;-1;-1;-1;0;0;-1.95;25;0;-2.021;16.5;0;-1.95;15.914;0;-3.008;15.03;0;-3.008;14.5;0;-1.95;14;0;-1.91;-1;-1;-1;-1;-1;-1;6.5;0;-0.57;6.5;0;-0.57;4;0;-1.26;6;0;-0.56;-1;-1;-1;-1;-1;-1;3;0;-1.95;-1;-1;-1;-1;-1;-1;0;0;-1.95
156_042_00013;30;0;-1.9;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;22.5;0;-1.89;20;0;-1.42;19;0;-1.34;15.5;0;0.01;15;0;0.1;12.5;0;-0.46;14;0;0.07;-1;-1;-1;-1;-1;-1;5.75;0;-3.1;-1;-1;-1;-1;-1;-1;0;0;-3.81;30;0;-1.9;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;22.5;0;-1.89;-1;-1;-1;-1;-1;-1;15;0;0.1;15;0;0.1;12.5;0;-0.46;14;0;0.07;-1;-1;-1;-1;-1;-1;5.75;0;-3.1;-1;-1;-1;-1;-1;-1;0;0;-3.81
156_042_00014;25;0;-3.5;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;12;0;-1.74;-1;-1;-1;-1;-1;-1;7;0;0.02;6;0;0.06;3.5;0;-0.51;4.5;0;0.05;-1;-1;-1;-1;-1;-1;2.5;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-1.8;25;0;-3.5;24.5;0;-3.5;24.5;0;-3.5;20.5;0;-3.5;18.5;0;-2.03;12;0;-1.74;-1;-1;-1;-1;-1;-1;7;0;0.02;6.5;0;-0.02;4;0;-0.22;4.5;0;0.05;-1;-1;-1;-1;-1;-1;2.5;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-1.8
158_042_00001;51;0;-2.114;24.332;0;-2.238;23;0;-3.56;22;0;-3.56;20.66;0;-2.234;20.339;0;-1.926;16;0;-1.627;15;0;-1.607;11;0;-0.329;10.5;0;-0.264;8;0;-0.636;9.5;0;-0.22;8.5;0;-0.558;7.5;0;-0.62;4.5;0;-1.679;-1;-1;-1;-1;-1;-1;0;0;-1.795;51;0;-2.114;24.55;0;-2.027;23;0;-3.56;22;0;-3.56;20.339;0;-1.926;16.5;0;-1.724;-1;-1;-1;-1;-1;-1;11;0;-0.329;10.5;0;-0.264;8;0;-0.636;9.5;0;-0.22;-1;-1;-1;-1;-1;-1;4.5;0;-1.679;-1;-1;-1;-1;-1;-1;0;0;-1.795
158_042_00005;35.5;0;-1.801;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;17.5;0;-1.448;15;0;-0.69;14;0;-0.498;13.5;0;-0.221;11.5;0;-0.182;9;0;-0.265;9;0;-0.265;8.5;0;-0.515;8;0;-0.6;7.25;0;-1.79;-1;-1;-1;-1;-1;-1;0;0;-1.926;35.5;0;-1.801;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;19.5;0;-1.561;-1;-1;-1;-1;-1;-1;13.5;0;-0.221;13;0;-0.199;10.5;0;-0.184;9;0;-0.265;-1;-1;-1;-1;-1;-1;4.25;0;-2.122;-1;-1;-1;-1;-1;-1;0;0;-1.926
158_042_00011;51;0;-1.912;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;30.5;0;-1.875;29;0;-1.244;15.5;0;-0.99;13;0;-0.198;12;0;-0.103;9.5;0;-1.29;10.5;0;-0.364;-1;-1;-1;-1;-1;-1;9.9;0;-1.226;-1;-1;-1;-1;-1;-1;0;0;-2.2;51;0;-1.912;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;30.5;0;-1.875;29.075;0;-1.277;16.5;0;-1.181;13;0;-0.198;12.5;0;-0.133;10;0;-0.597;11;0;-0.184;-1;-1;-1;-1;-1;-1;4.7;0;-2.2;-1;-1;-1;-1;-1;-1;0;0;-2.2
158_042_00012;57.763;0;-1.659;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;30.263;0;-1.865;-1;-1;-1;-1;-1;-1;13.263;0;-0.272;12.763;0;-0.2;10.263;0;-0.705;11.763;0;-0.223;-1;-1;-1;-1;-1;-1;0.971;0;-2.717;-1;-1;-1;-1;-1;-1;0;0;-2.745;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
158_042_00013;61.637;0;-2.092;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;27.347;0;-2.088;-1;-1;-1;-1;-1;-1;14.137;0;-0.244;13.637;0;-0.17;11.137;0;-0.478;12.637;0;-0.281;-1;-1;-1;-1;-1;-1;0.857;0;-2.717;-1;-1;-1;-1;-1;-1;0;0;-1.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
