LOCATIONID;X_Maaiveld binnenwaarts;Y_Maaiveld binnenwaarts;Z_Maaiveld binnenwaarts;X_Insteek sloot polderzijde;Y_Insteek sloot polderzijde;Z_Insteek sloot polderzijde;X_Slootbodem polderzijde;Y_Slootbodem polderzijde;Z_Slootbodem polderzijde;X_Slootbodem dijkzijde;Y_Slootbodem dijkzijde;Z_Slootbodem dijkzijde;X_Insteek sloot dijkzijde;Y_Insteek_sloot dijkzijde;Z_Insteek sloot dijkzijde;X_Teen dijk binnenwaarts;Y_Teen dijk binnenwaarts;Z_Teen dijk binnenwaarts;X_Kruin binnenberm;Y_Kruin binnenberm;Z_Kruin binnenberm;X_Insteek binnenberm;Y_Insteek binnenberm;Z_Insteek binnenberm;X_Kruin binnentalud;Y_Kruin binnentalud;Z_Kruin binnentalud;X_Verkeersbelasting kant binnenwaarts;Y_Verkeersbelasting kant binnenwaarts;Z_Verkeersbelasting kant binnenwaarts;X_Verkeersbelasting kant buitenwaarts;Y_Verkeersbelasting kant buitenwaarts;Z_Verkeersbelasting kant buitenwaarts;X_Kruin buitentalud;Y_Kruin buitentalud;Z_Kruin buitentalud;X_Insteek buitenberm;Y_Insteek buitenberm;Z_Insteek buitenberm;X_Kruin buitenberm;Y_Kruin buitenberm;Z_Kruin buitenberm;X_Teen dijk buitenwaarts;Y_Teen dijk buitenwaarts;Z_Teen dijk buitenwaarts;X_Insteek geul;Y_Insteek geul;Z_Insteek geul;X_Teen geul;Y_Teen geul;Z_Teen geul;X_Maaiveld buitenwaarts;Y_Maaiveld buitenwaarts;Z_Maaiveld buitenwaarts
249_042_00121;55.73;0;-5.234;49.01;0;-5.676;48.26;0;-6.879;45.9;0;-6.896;44.96;0;-5.622;31.95;0;-5.364;-1;-1;-1;-1;-1;-1;11.17;0;-2.082;11.17;0;-2.082;8.67;0;-2.369;10;0;-2.032;-1;-1;-1;-1;-1;-1;7.01;0;-3.38;-1;-1;-1;-1;-1;-1;0;0;-3.38
249_042_00122;55.73;0;-5.234;50.95;0;-5.315;48.26;0;-6.879;45.9;0;-6.896;44.96;0;-5.622;41.38;0;-5.493;-1;-1;-1;-1;-1;-1;11.17;0;-2.082;11.17;0;-2.082;8.67;0;-2.369;10;0;-2.032;-1;-1;-1;-1;-1;-1;7.01;0;-3.38;-1;-1;-1;-1;-1;-1;0;0;-3.38
249_042_00123;65;0;-1.926;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;32.099;0;-1.796;-1;-1;-1;-1;-1;-1;27.585;0;-0.374;26.582;0;-0.349;24.082;0;-0.393;24.082;0;-0.393;-1;-1;-1;-1;-1;-1;16.137;0;-1.926;-1;-1;-1;-1;-1;-1;0;0;-2.034
249_042_00124;72;0;-5.295;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;58.861;0;-5.186;-1;-1;-1;-1;-1;-1;44.053;0;-2.058;40.684;0;-2.013;38.184;0;-2.054;8.168;0;-2.15;-1;-1;-1;-1;-1;-1;5.84;0;-2.24;-1;-1;-1;-1;-1;-1;0;0;-2.24
249_042_00125;62.5;0;-5.585;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;29.869;0;-5.23;-1;-1;-1;-1;-1;-1;11.3;0;-2.48;9.58;0;-2.4;7.08;0;-2.28;7.5;0;-2.07;-1;-1;-1;-1;-1;-1;4.46;0;-3.38;-1;-1;-1;-1;-1;-1;0;0;-3.38
249_042_00126;75.906;0;-4.433;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;74.691;0;-4.587;-1;-1;-1;-1;-1;-1;30.578;0;-1.958;29.074;0;-1.94;26.574;0;-1.93;15.038;0;-1.926;-1;-1;-1;-1;-1;-1;12.532;0;-2.74;-1;-1;-1;-1;-1;-1;0;0;-3.452
249_042_00127;53.701;0;-5.531;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;32.93;0;-5.212;-1;-1;-1;-1;-1;-1;13.679;0;-1.727;13.172;0;-1.803;10.672;0;-1.807;9.626;0;-1.856;-1;-1;-1;-1;-1;-1;4.786;0;-3.43;-1;-1;-1;-1;-1;-1;0;0;-3.43
249_042_00128;65;0;-4.748;22.63;0;-2.173;20.322;0;-3.52;18.337;0;-3.52;16.537;0;-2.32;16.537;0;-2.32;-1;-1;-1;-1;-1;-1;12.186;0;-1.101;11.678;0;-1.068;9.178;0;-1.421;10.662;0;-1.128;-1;-1;-1;-1;-1;-1;0.508;0;-3.507;-1;-1;-1;-1;-1;-1;0;0;-3.605
249_042_00129;55;0;-4.631;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;50.14;0;-4.447;20.449;0;-2.552;16.208;0;-2.475;9.845;0;-1.257;9.845;0;-1.257;7.345;0;-1.481;7.725;0;-1.228;-1;-1;-1;-1;-1;-1;5.925;0;-2.428;-1;-1;-1;-1;-1;-1;0;0;-2.428
249_042_00130;55;0;-4.631;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;16.208;0;-2.475;-1;-1;-1;-1;-1;-1;9.845;0;-1.257;9.845;0;-1.257;7.345;0;-1.481;7.725;0;-1.228;-1;-1;-1;-1;-1;-1;5.925;0;-2.428;-1;-1;-1;-1;-1;-1;0;0;-2.428
249_042_00131;55;0;-3.556;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;32.068;0;-3.372;-1;-1;-1;-1;-1;-1;12.298;0;-1.828;12.298;0;-1.828;9.798;0;-1.447;9.827;0;-1.428;-1;-1;-1;-1;-1;-1;8.069;0;-2.6;-1;-1;-1;-1;-1;-1;0;0;-2.628
249_042_00132;55;0;-4.21;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;25.626;0;-3.705;-1;-1;-1;-1;-1;-1;11.334;0;-1.599;11.334;0;-1.599;8.834;0;-1.908;9.292;0;-1.603;-1;-1;-1;-1;-1;-1;7.496;0;-2.8;-1;-1;-1;-1;-1;-1;0;0;-2.803
249_042_00133;55;0;-3.785;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;46.434;0;-3.26;41.536;0;-3.195;26.84;0;-3.156;12.145;0;-1.801;9.696;0;-1.537;7.196;0;-1.713;9.696;0;-1.537;-1;-1;-1;-1;-1;-1;5.446;0;-2.88;-1;-1;-1;-1;-1;-1;0;0;-2.88
249_042_00134;55;0;-4.46;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;49.306;0;-4.46;22.153;0;-3.425;19.685;0;-3.276;12.279;0;-1.751;12.279;0;-1.751;9.779;0;-1.557;9.779;0;-1.557;-1;-1;-1;-1;-1;-1;8.011;0;-2.736;-1;-1;-1;-1;-1;-1;0;0;-2.736
249_042_00135;55;0;-3.8;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;25.42;0;-3.492;-1;-1;-1;-1;-1;-1;10.21;0;-1.481;10.21;0;-1.481;7.71;0;-1.479;7.71;0;-1.479;-1;-1;-1;-1;-1;-1;5.875;0;-2.679;-1;-1;-1;-1;-1;-1;0;0;-2.679
249_042_00136;55;0;-3.8;53.109;0;-3.759;53.109;0;-3.759;47.097;0;-3.702;45.094;0;-2.071;17.041;0;-2.133;-1;-1;-1;-1;-1;-1;11.03;0;-1.298;11.03;0;-1.298;8.53;0;-1.582;9.026;0;-1.251;-1;-1;-1;-1;-1;-1;7.226;0;-2.451;-1;-1;-1;-1;-1;-1;0;0;-2.451
249_042_00137;55;0;-4;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;27.884;0;-3.649;-1;-1;-1;-1;-1;-1;10.497;0;-1.492;10.497;0;-1.492;7.997;0;-1.517;7.915;0;-1.518;-1;-1;-1;-1;-1;-1;6.115;0;-2.718;-1;-1;-1;-1;-1;-1;0;0;-2.718
249_042_00138;55;0;-3.922;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;30.452;0;-3.961;-1;-1;-1;-1;-1;-1;11.544;0;-1.42;11.544;0;-1.42;9.044;0;-1.362;6.663;0;-1.45;-1;-1;-1;-1;-1;-1;5.017;0;-2.548;-1;-1;-1;-1;-1;-1;0;0;-2.548
249_042_00139;55;0;-4.567;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;31.038;0;-4.785;-1;-1;-1;-1;-1;-1;11.017;0;-1.75;11.017;0;-1.75;8.517;0;-1.777;7.013;0;-1.809;-1;-1;-1;-1;-1;-1;5.213;0;-3.009;-1;-1;-1;-1;-1;-1;0;0;-3.009
249_042_00140;65;0;-5.5;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;61.249;0;-4.898;56.922;0;-4.476;39.615;0;-4.272;22.307;0;-1.228;13.654;0;-1.324;11.154;0;-1.324;5;0;-1.273;-1;-1;-1;-1;-1;-1;3.2;0;-2.473;-1;-1;-1;-1;-1;-1;0;0;-2.473
249_042_00141;55;0;-4.221;49.875;0;-5.43;47.588;0;-6.93;40.729;0;-6.93;36.156;0;-5.263;33.87;0;-4.732;-1;-1;-1;-1;-1;-1;22.437;0;-1.302;20.151;0;-1.214;17.651;0;-1.205;6.432;0;-1.434;-1;-1;-1;-1;-1;-1;4.632;0;-2.634;-1;-1;-1;-1;-1;-1;0;0;-2.634
249_042_00142;55;0;-3.412;53.04;0;-3.473;53.04;0;-3.473;50.807;0;-3.444;48.575;0;-3.36;35.181;0;-3.067;32.949;0;-3;21.787;0;-3.042;15.091;0;-1.126;12.858;0;-0.973;10.358;0;-1.126;8.394;0;-1.262;-1;-1;-1;-1;-1;-1;4.361;0;-2.816;-1;-1;-1;-1;-1;-1;0;0;-2.816
249_042_00143;55;0;-3.412;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;50.807;0;-3.444;32.949;0;-3;21.787;0;-3.042;15.091;0;-1.126;12.858;0;-0.973;10.358;0;-1.126;10.626;0;-1.108;-1;-1;-1;-1;-1;-1;4.361;0;-2.816;-1;-1;-1;-1;-1;-1;0;0;-2.816
249_042_00144;55;0;-2.833;36.806;0;-3.051;34.716;0;-3.956;28.445;0;-4.021;24.264;0;-3.194;20.084;0;-3.128;-1;-1;-1;-1;-1;-1;11.722;0;-1.671;9.632;0;-1.598;7.132;0;-1.931;9.632;0;-1.598;-1;-1;-1;-1;-1;-1;5.742;0;-2.858;-1;-1;-1;-1;-1;-1;0;0;-2.858
249_042_00145;55;0;-6.04;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;46.196;0;-6.04;-1;-1;-1;-1;-1;-1;12.065;0;-1.688;9.932;0;-1.594;7.432;0;-1.913;9.932;0;-1.594;-1;-1;-1;-1;-1;-1;5.999;0;-2.869;-1;-1;-1;-1;-1;-1;0;0;-2.869
249_042_00146;59.855;0;-6.17;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;45.892;0;-6.128;-1;-1;-1;-1;-1;-1;35.884;0;-3.803;21.873;0;-3.794;19.373;0;-3.778;11.865;0;-3.763;-1;-1;-1;-1;-1;-1;8.063;0;-5.041;-1;-1;-1;-1;-1;-1;0;0;-5.041
249_042_00147;55;0;-3.576;31.021;0;-3.561;27.019;0;-3.721;23.016;0;-3.806;21.015;0;-3.727;21.015;0;-3.727;-1;-1;-1;-1;-1;-1;17.013;0;-2.734;15.012;0;-2.646;12.512;0;-2.771;13.01;0;-2.668;5.006;0;-3.72;3.005;0;-3.853;1.205;0;-5.053;-1;-1;-1;-1;-1;-1;0;0;-5.053
249_042_00148;60;0;-3.642;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;26.167;0;-3.573;-1;-1;-1;-1;-1;-1;20.013;0;-2.246;20.013;0;-2.246;17.513;0;-2.25;18.012;0;-2.186;14.009;0;-3.235;6.004;0;-4.075;4.204;0;-5.275;-1;-1;-1;-1;-1;-1;0;0;-5.275
249_042_00149;60;0;-4.934;42.8;0;-5.82;37.45;0;-7.52;29.425;0;-7.52;26.75;0;-6.304;26.75;0;-6.304;-1;-1;-1;-1;-1;-1;13.375;0;-3.307;13.375;0;-3.307;10.875;0;-2.847;10.875;0;-2.847;-1;-1;-1;-1;-1;-1;8.9;0;-4.015;-1;-1;-1;-1;-1;-1;0;0;-4.015
249_042_00150;60;0;-4.934;40.125;0;-6.421;37.45;0;-7.52;29.425;0;-7.52;26.75;0;-6.304;26.75;0;-6.304;-1;-1;-1;-1;-1;-1;13.375;0;-3.307;10.7;0;-2.815;8.2;0;-4.015;10.7;0;-2.815;-1;-1;-1;-1;-1;-1;8.9;0;-4.015;-1;-1;-1;-1;-1;-1;0;0;-4.015
249_042_00151;60;0;-4.934;45.475;0;-5.381;37.45;0;-7.52;29.425;0;-7.52;26.75;0;-6.304;26.75;0;-6.304;-1;-1;-1;-1;-1;-1;13.375;0;-3.307;13.375;0;-3.307;10.875;0;-2.847;10.7;0;-2.815;-1;-1;-1;-1;-1;-1;8.9;0;-4.015;-1;-1;-1;-1;-1;-1;0;0;-4.015
